,TradeKey,Result,OrderType,OrderStatus,Isin,Side,Price,Amount,TradeTime,DealersInCompetition,DealerName,ClientFirm,FirmAccount,CoverPrice,TimeToRespondMs,BookName,SettlementDate,SecurityDescription,SalesPersonName,AutoQuoted,TradeIdentifier,TradedPrice,Bid,Mid,Ask,BidAskSpread,CostAndListBasedPrice,CostBasedPrice,ListBasedPrice,SpreadProfit,KeyRatioPrice,Yield,Oas,RiskSpread,Bpv,Duration,MVal,CouponNum,IssuedAmount,KeyRatioDifference,RiskOas,Convexity,AmortType,Issuer,LCRLevel,BondType,TotalDrawPct,Vega,BondCategory,AllQMeanMid,AllQMaxMid,AllQMinMid,MarketThicknes,AllQMeanSpread,AllQMaxSpread,AllQMinSpread,Position_P2,Position_Risk,Liquidity,MeanPriceHour,MeanPriceDay,NumberTradesHour,NumberTradesDay,VolatilityWeek,VolatilityWeekNumber,VolatilityMonth,VolatilityMonthNumber,SentimentScore,inventoryRisk,bpv_risk
1263,7319422810944176217,Won,LIMIT_ORDER,COMPLETED,DK0009526139,SELL,97.174,1020393.73,01/02/2024 09:59:12,6,,RINGKJOBING LANDBOBANK AS,RING,97.177,1791,LANGFLEX,01/04/2024 01:00:00,NYKRE 1 07/01/25,,False,dd92f9a911e069a356fda69649b7d1e7,97.174,96.954,97.154,97.354,0.4,0.1,0.0002058587397327,0.9981510775109395,204.078746,97.264,2.89791490779381,-0.285380469577827,1.40926271182309,1.40926462096615,1.407908362088,991353.3244442,1.0,28193774470.0,-0.11,0.0,0.034101384349583,Bullet,Nykredit Realkredit A/S,1b,SDO,,0.0,Fixed,-0.0025,0.0155,-0.022,5,-0.071,0.183,-0.239,215314144.69,565601505.09,,,,,,,,,,,2409056.507656001,29067.758640087224
1264,7260086965871575071,Lost,INQUIRY,TRADED_AWAY,DK0009296469,SELL,96.609,160600.0,07/26/2023 13:25:52,4,LARS SKRIVER,SAXO BANK AS,SAX,0.0,6205,LANGFLEX,07/28/2023 02:00:00,RDKRE 1 01/01/25,,False,d192e06cd3bced31add1bdfdd4d40702,96.435,96.209,96.409,96.609,0.4,1.0,0.0020744951197502,1.0,321.2,96.427,3.59989393328204,-0.428215625772014,1.33729722559153,1.33729894657712,1.33200728141,154832.854,1.0,34998566026.0,-0.018,0.0,0.0314392405201147,Bullet,RD (Kreditforeningen Danmark),1b,SDRO,,0.0,Fixed,-0.0018,0.0075,-0.01,5,-0.116,0.165,-0.346,0.0,0.0,,,,,,,,,,,1105155.9338154993,21170.524501375392
1265,7360692069359681612,Won,LIMIT_ORDER,COMPLETED,DK0009391377,SELL,95.896,1125000.0,04/22/2024 16:04:59,4,,UNION BANCAIRE PRIVEE UBP SA,UBPDUMMY,95.91,2204,LANGFLEX,04/24/2024 02:00:00,JYKRE 1 04/01/26,JAKOB MADSEN,False,8b4bc03b8c0dea651441bcd123a64788,95.896,95.682,95.882,96.082,0.4,0.07,0.0001460128074091,0.9980641535355216,157.5,95.859,3.23641523985785,-0.224588749186129,1.79286977802562,1.7928729847803,1.799860640768,1078672.5,1.0,20431752529.0,0.023,0.0,0.0509684374549124,Bullet,BRFkredit,1b,SDO,100.0,0.0,Fixed,-0.0493333333333333,0.0115,-0.296,6,-0.0593333333333333,0.134,-0.347,802636773.59,702636773.59,,,,,,,,,,,2697203.1382409995,3085.953542619492
1266,7244131291215953920,Won,LIMIT_ORDER,COMPLETED,DK0004603891,SELL,90.16,200000000.0,06/13/2023 13:29:44,2,LARS SKRIVER,DANMARKS NATIONALBANK,NAT,90.169,13764,LANGFLEX,06/15/2023 02:00:00,RDKRE 1 01/01/28,,False,827776ba16debd31dde4754d51580ee1,90.16,89.89,90.09,90.29,0.4,0.35,0.0007770007770007,0.998560194927456,140000.0,90.171,3.36454380112521,0.139164369592187,3.90558296393522,3.90560475108209,3.897657024064,180180000.0,1.0,7721728416.0,-0.081,0.0,0.20871864986276,Bullet,RD (Kreditforeningen Danmark),1b,SDRO,,0.0,Fixed,0.0263,0.06,-0.011,5,0.029,0.144,0.0,0.0,0.0,,,,,,,,,,,402962.55049300025,545.9060396142669
1267,7372489962269704197,Lost,INQUIRY,COVER_TRADED_AWAY,DK0004624624,SELL,98.54,2563109.03,05/24/2024 11:06:50,1,LARS SKRIVER,SPAREKASSEN SJAELLAND FYN AS,SPSJ,98.54,21547,KORTMM,05/28/2024 02:00:00,RDKRE 1 01/01/25,CARSTEN MAGAARD SKOEDEBERG,False,a7e577245d4cd067901dc6a20b7a59f0,98.537,98.425,98.525,98.625,0.2,0.15,0.0001522456229383,0.9991381495564003,384.4663545,98.579,3.43287169727211,-0.479597320556779,0.596317207918418,0.57422079862988,0.573441008937,2525303.1718075,1.0,26337222600.0,-0.054,0.0,0.0088576897809389,Bullet,RD (Kreditforeningen Danmark),1b,SDRO,100.0,-3.217238e-09,Fixed,0.00775,0.015,0.0015,4,0.006,0.101,-0.177,-11834705.63,-11834705.63,,,,,,,,,,,8610907.4971825,19122.204293863255
1268,7322025294837579780,Won,LIMIT_ORDER,COMPLETED,DK0009507931,BUY,98.23,70000.0,01/09/2024 10:18:09,1,LARS SKRIVER,DANSKE BANK AS,DCDUMMY,98.193,16310,LANGFLEX,01/10/2024 01:00:00,NYKRE 2 01/01/26,,False,60524210bd76105d7fa706a5677c1872,98.23,98.076,98.276,98.476,0.4,0.23,0.0004680695184989,1.0015702108568865,32.2,98.244,2.92746169192957,-0.194934087332383,1.87298958998241,1.87299303518742,1.867575638835,68793.2,2.0,40528967492.0,0.032,0.0,0.05406964536121,Bullet,Nykredit Realkredit A/S,1b,SDO,100.0,0.0,Fixed,-0.0384,-0.0225,-0.056,5,-0.01,0.243,-0.194,1863337687.46,1205214163.46,,,,,,,,,,,376944.4546065001,-585.5275080727295
1269,7374038207785598976,Lost,INQUIRY,COVER_TRADED_AWAY,DK0002054196,BUY,100.312,4324285.69,05/28/2024 15:14:44,2,LARS SKRIVER,NYKREDIT BANK AS,NYKDUMMY,100.312,19911,KORTMM,05/30/2024 02:00:00,NDAFH Float 07/01/25 IO,,False,edc51e920e5cde59a03aac9f6b030922,100.325,100.13,100.33,100.53,0.4,0.09,0.0001794079537526,1.0018176370718066,778.3714242,100.323,3.4621855275017,-0.255982474279094,1.06396544559644,0.0806765216932348,0.571555774992,4338555.832777,4.08,18547753686.0,0.007,1.06396538677203,0.0030078965565394,Annuity,Nordea kredit,1b,SDRO,0.5142076662,-4.5073065948e-05,Floater,-0.00075,0.019,-0.021,4,-0.175,-0.1,-0.2,298912091.57,298912091.57,,,,,,,,,,,9981227.4244925,25887.200136213334
1270,7296064270527627266,Lost,INQUIRY,COVER_TRADED_AWAY,DK0009515363,SELL,90.67,152000.0,10/31/2023 11:16:01,1,MOGENS DAVIDSEN,CARNEGIE INVESTMENT BANK AB,CBA,90.67,14168,LANGFLEX,11/02/2023 01:00:00,NYKRE 1 01/01/28,MALTE KILDAHL PETERSEN,False,18133fcced2b46865fbdd7fbf1a05359,90.66,90.42,90.62,90.82,0.4,0.25,0.000551754579563,0.9983483814137856,76.0,90.686,3.43647672969836,-0.0299736495518269,3.60179457282754,3.60181217970606,3.594009293514,137742.4,1.0,17212818100.0,-0.066,0.0,0.179196205024823,Bullet,Nykredit Realkredit A/S,1b,SDO,,0.0,Fixed,0.0069,0.0265,-0.0165,5,0.0414,0.299,-0.293,-24411338.84,-32498120.18,,,,,,,,,,,688564.7108989998,12069.66799971593
1271,7240049719370055682,Lost,INQUIRY,COVER_TRADED_AWAY,DK0009534315,BUY,91.47,3000000.0,06/02/2023 13:30:52,1,LARS SKRIVER,NORDEA INVESTMENT MANAGEMENT AB,NIMDUMMY,91.47,9975,LANGFLEX,06/07/2023 02:00:00,NYKRE 1 07/01/27,MADS LYBECKER,False,41780ad7431a8d8b6de1460009e47be7,91.482,91.266,91.516,91.766,0.5,0.184,0.0005026443463438,1.0022352245085793,1380.0,91.471,3.27281534245905,0.0686819722376823,3.54959252341658,3.54960929772574,3.54664711014,2745480.0,1.0,28026586714.0,0.045,0.0,0.173478014150419,Bullet,Nykredit Realkredit A/S,1b,SDO,,0.0,Fixed,-0.023625,0.003,-0.065,4,-0.09975,-0.099,-0.1,0.0,0.0,,,,,,,,,,,1631520.579152999,34650.82728443865
1272,7222994438597378049,Lost,INQUIRY,COVER_TRADED_AWAY,DK0009295305,SELL,93.37,6500000.0,04/17/2023 14:27:42,1,LARS SKRIVER,NORDEA INVESTMENT MANAGEMENT AB,NIMDUMMY,93.37,15280,LANGFLEX,04/19/2023 02:00:00,RDKRE 1 04/01/26,MADS LYBECKER,False,08a59b1186359fea18c18dbd89dc9fee,93.36,93.173,93.373,93.573,0.4,-0.015,-3.21292022319e-05,0.9978305707843074,-195.0,93.693,3.2748258087745,-0.192691920114386,2.65555368657502,2.65556170161304,2.652978136546,6069245.0,1.0,23814250132.0,-0.32,0.0,0.101386673230763,Bullet,RD (Kreditforeningen Danmark),1b,SDRO,,0.0,Fixed,-0.001,0.014,-0.021,3,-0.1,0.0,-0.2,0.0,0.0,,,,,,,,,,,694205.5576520001,12389.622561718077
1273,7278591510343843840,Won,LIMIT_ORDER,COMPLETED,DK0009531139,SELL,100.08,3000000.0,09/14/2023 10:12:51,1,LARS SKRIVER,SPAREKASSEN SJAELLAND FYN AS,SPSJ,100.103,21296,KORTMM,09/18/2023 02:00:00,NYKRE Float 07/01/24 IO,CARSTEN MAGAARD SKOEDEBERG,False,c884f44807e2cb8d54e68f20d144681d,100.08,99.88,100.08,100.28,0.4,0.0,0.0,0.9980055843637814,0.0,100.207,3.68731781423588,-0.484782573333221,0.783856247099379,0.277056898996833,0.406323039028,3002400.0,3.833,8579320682.0,-0.127,0.783855718603377,0.0045094454222294,Custom,Nykredit Realkredit A/S,1b,SDO,0.2628601508,-2.44026327038e-05,Floater,0.011375,0.022,0.006,4,0.02875,0.215,-0.2,965121889.49,965121889.49,,,,,,,,,,,7312811.3701410005,23642.515038861293
1274,7303903191433216001,Lost,INQUIRY,TRADED_AWAY,DK0009507931,BUY,97.12,100000000.0,11/21/2023 14:15:12,3,LARS SKRIVER,NORDEA INVESTMENT MANAGEMENT AB,NIMDUMMY,0.0,14981,LANGFLEX,11/23/2023 01:00:00,NYKRE 2 01/01/26,MADS LYBECKER,False,b24dc9c617b7e5cf6b32d5a37457d7d7,97.135,96.967,97.167,97.367,0.4,0.235,0.0004837033149114,1.0015778563841307,47000.0,97.259,3.3661029730504,-0.244114324867156,1.96957524992172,1.96957912641778,1.97282216104,97167000.0,2.0,39234085084.0,-0.092,0.0,0.0591208253297282,Bullet,Nykredit Realkredit A/S,1b,SDO,,0.0,Fixed,-0.0015,0.0105,-0.017,6,-0.015,0.246,-0.185,1553548502.87,886931687.9,,,,,,,,,,,2454688.511899,18507.56974064459
1275,7282759883478794246,Lost,INQUIRY,TRADED_AWAY,DK0009521841,SELL,98.06,110000.0,09/25/2023 15:48:22,4,MOGENS DAVIDSEN,SAXO BANK AS,SAX,0.0,14202,LANGFLEX,09/27/2023 02:00:00,NYKRE 1 07/01/24,,False,af5d5babbe77fc28aa08f652a4e29f78,97.994,97.762,97.962,98.162,0.4,0.49,0.0010003879055143,0.9989609013671278,107.8,98.061,3.62031505540921,-0.656660259588233,0.725197703530256,0.725198247189027,0.725085337207,107758.2,1.0,16691437725.0,-0.099,0.0,0.0123493378808348,Bullet,Nykredit Realkredit A/S,1b,SDO,,0.0,Fixed,-0.04225,0.0315,-0.312,6,-0.0875,0.202,-0.2,-18370439.84,-329960169.94,,,,,,,,,,,472133.82216949953,2240.3236376522445
1276,7356588567410769935,Won,LIMIT_ORDER,COMPLETED,DK0004626322,SELL,100.724,63000000.0,04/11/2024 14:41:22,2,KASPER SCHONBECK,NORDEA INVESTMENT MANAGEMENT AB,NIMDUMMY,100.735,19734,KORTMM,04/15/2024 02:00:00,RDKRE Float 07/01/26 IO,MADS LYBECKER,False,3339b7401ac985118d301a7fa68a85dc,100.724,100.54,100.74,100.94,0.4,-0.08,-0.0001588246972404,0.9978601149197543,-10080.0,100.735,3.18956488830798,-0.119681680142549,2.13993664600949,0.204100624234087,1.172215135705,63466200.0,4.23,13761849731.0,0.005,2.13993859699997,0.0066046132985775,Custom,RD (Kreditforeningen Danmark),1b,SDRO,0.0570457377,-0.000250169511105,Floater,-0.0195,0.006,-0.041,4,-0.1625,-0.1,-0.2,1010284020.88,261519117.61,,,,,,,,,,,11555686.960910497,36527.83221388598
1277,7353540210077466625,Won,LIMIT_ORDER,COMPLETED,DK0009299729,SELL,94.867,24000000.0,04/03/2024 09:32:03,3,LARS SKRIVER,DANSKE BANK AS,DCDUMMY,94.873,15858,LANGFLEX,04/05/2024 02:00:00,RDKRE 1 01/01/27,,False,ba2456e926f0e6664d1963fc6d141578,94.867,94.659,94.859,95.059,0.4,0.04,8.43356982468e-05,0.9979802017694274,1920.0,94.854,2.98038881712599,-0.129225935963329,2.51509613639627,2.51510308691166,2.505313945363,22766160.0,1.0,48817753013.0,0.005,0.0,0.0913884479729177,Bullet,RD (Kreditforeningen Danmark),1b,SDRO,,0.0,Fixed,0.011375,0.0135,0.009,4,-0.16875,0.001,-0.326,840670088.74,825551491.02,,,,,,,,,,,3249203.673440999,14277.2439060981
1278,7267535719063093255,Lost,INQUIRY,COVER_TRADED_AWAY,DK0009515363,BUY,89.665,19000000.0,08/15/2023 15:10:55,2,KASPER SCHONBECK,NORDEA INVESTMENT MANAGEMENT AB,NIMDUMMY,89.665,27018,LANGFLEX,08/17/2023 02:00:00,NYKRE 1 01/01/28,MADS LYBECKER,False,3525df368aad39562a0522a487813fc5,89.697,89.491,89.691,89.891,0.4,0.13,0.0002898841578307,1.0019443295973895,4940.0,89.986,3.50611858290637,-0.0052597201483642,3.74813112700636,3.74815080782596,3.740330397674,17041290.0,1.0,17248616878.0,-0.295,0.0,0.19387348337716,Bullet,Nykredit Realkredit A/S,1b,SDO,,0.0,Fixed,0.0469,0.088,0.0095,5,0.035,0.262,-0.288,551576.45,-493228456.1,,,,,,,,,,,1151926.3987234992,16205.36000130652
1279,7293146450135351306,Won,LIMIT_ORDER,COMPLETED,DK0009391104,BUY,98.821,75000000.0,10/23/2023 15:33:42,3,KASPER SCHONBECK,NORDEA INVESTMENT MANAGEMENT AB,NIMDUMMY,98.821,20017,KORTMM,10/25/2023 02:00:00,JYKRE 1 04/01/24,MADS LYBECKER,False,dd5bde5fde33ef65b9e87cf4fd868601,98.821,98.738,98.838,98.938,0.2,0.17,0.000171998624011,1.000840608479005,12750.0,98.982,3.37540642974268,-0.962372310276663,0.424876997285395,0.424877228198,0.421803802647,74128500.0,1.0,11148374350.0,-0.144,0.0,0.0059245510868777,Bullet,BRFkredit,1b,SDO,,0.0,Fixed,-0.0918333333333333,0.012,-0.5645,6,0.0673333333333333,0.308,-0.166,42876219.17,42876219.17,,,,,,,,,,,6342573.783279006,13493.447225459437
1280,7238961297347837952,Lost,INQUIRY,TRADED_AWAY,DK0009406829,SELL,99.255,5000000.0,05/30/2023 15:07:23,4,KASPER SCHONBECK,"NYKREDIT REALKREDIT A/S, FINANS",NYK2,0.0,14618,KORTMM,06/01/2023 02:00:00,JYKRE 1 10/01/23,,False,e444eabcff1c50ca55951ffc8bd1e1df,99.245,99.14,99.24,99.34,0.2,0.15,0.0001511487303506,0.9991443527280048,750.0,99.245,3.27842757857719,-0.604397095542722,0.339200704979703,0.326736881526699,0.325989006638,4962000.0,1.0,24670658119.0,-0.005,0.0,0.0043425157400633,Bullet,BRFkredit,1b,SDO,,-2.7178000578e-06,Fixed,0.007625,0.013,0.002,4,0.02525,0.101,0.0,0.0,0.0,,,,,,,,,,,11207621.939989498,20406.570933325387
1281,7280103016709488649,Lost,INQUIRY,COVER_TRADED_AWAY,DK0009507931,BUY,96.52,200000000.0,09/18/2023 11:58:20,3,MOGENS DAVIDSEN,PENSAM PENSION FORSIKRINGSAKTIESELSK,PENSAMDUMM,96.52,17253,LANGFLEX,09/20/2023 02:00:00,NYKRE 2 01/01/26,,False,5d093000c3d931611f64291eafe5e3ad,96.555,96.376,96.576,96.776,0.4,0.28,0.0005798542080848,1.001494147920644,112000.0,96.738,3.50719784956024,-0.334021699141682,2.11576907852802,2.11577364613639,2.10989923535,193152000.0,2.0,39447663298.0,-0.162,0.0,0.0669306768358524,Bullet,Nykredit Realkredit A/S,1b,SDO,,0.0,Fixed,-0.0075,0.001,-0.02,5,0.0002,0.238,-0.338,1390529003.2,870935272.93,,,,,,,,,,,533276.7592394996,5047.567887339775
1282,7304250095941713923,Lost,INQUIRY,TRADED_AWAY,DK0002058189,SELL,100.742,2000000.0,11/22/2023 12:41:20,4,,"NYKREDIT REALKREDIT A/S, FINANS",NYK2,0.0,1982,KORTMM,11/24/2023 01:00:00,NDAFH Float 01/01/27 IO,,False,1900607690f95ed50d134fb55d4382f2,100.7,100.41,100.71,101.01,0.6,0.1066666666666666,0.0003177440174759,0.9973467973467972,640.0,100.7,3.37159341328506,-0.0426240935113088,2.92361414020803,0.0997191773316786,1.53388207261,2014200.0,4.27,17428938884.0,0.01,2.92319166800823,0.0076642254924763,Annuity,Nordea kredit,1b,SDRO,0.2485288859,-0.0005715725351649,Floater,-0.031,0.001,-0.07,4,-0.275,-0.2,-0.4,2552209325.51,1660228688.46,,,,,,,,,,,8102311.563979,24525.687736533524
1283,7381816509522771977,Won,LIMIT_ORDER,COMPLETED,DK0009543738,BUY,100.456,14958639.77,06/18/2024 14:18:36,2,KASPER SCHONBECK,NYKREDIT BANK AS,NYKPF,0.0,24632,KORTMM,06/20/2024 02:00:00,NYKRE Float 01/01/27,,False,ad080cc485e437d41a29798279d7d528,100.456,100.25,100.5,100.75,0.5,0.176,0.0004378109452736,1.0020548628428927,6581.8014988,100.605,3.08073002178655,-0.170987788861963,2.41088228253474,0.0322633415392914,1.233862006835,15033432.96885,4.1093,9161714456.0,-0.105,2.4109151936635,0.0059869923873634,Custom,Nykredit Realkredit A/S,1b,SDO,0.2684118204,-0.0003287885000986,Floater,-0.0303,-0.0055,-0.05,5,-0.1426,0.1,-0.3,260005.88,-1739994.12,,,,,,,,,,,9011690.336537998,14986.648178243837
1284,7343245001670262784,Won,LIMIT_ORDER,COMPLETED,DK0002050525,BUY,100.07,25000000.0,03/06/2024 14:41:41,4,LARS SKRIVER,DANSKE BANK AS,DCDUMMY,100.066,24516,KORTMM,03/08/2024 01:00:00,NDAFH Float 07/01/24 IO,,False,e4251871653a8f933006c5b53e04c5f3,100.07,99.895,100.095,100.295,0.4,0.125,0.0002497627254108,1.001751839431403,6250.0,100.176,3.38971762333944,-0.873437692570699,0.316704883239538,0.303823325473047,0.18919817285,25023750.0,3.91,18796886332.0,-0.081,0.316717113313558,0.0038362320481155,Annuity,Nordea kredit,1b,SDRO,0.5519557861,-1.8770549e-09,Floater,-0.0144,-0.002,-0.021,5,-0.148,0.11,-0.25,367534440.69,311477215.53,,,,,,,,,,,13888185.638711503,60772.35844413009
1285,7276436390243991561,Lost,INQUIRY,COVER_TRADED_AWAY,DK0009507931,BUY,96.828,240000.0,09/08/2023 14:49:32,1,,DANSKE BANK AS,DCDUMMY,96.828,989,LANGFLEX,09/12/2023 02:00:00,NYKRE 2 01/01/26,,False,c2da382f240efcc8f6fccb7d297ef830,,96.64,96.84,97.04,0.4,0.06,0.0001239157372986,1.0019453642384104,28.8,96.912,3.41140330646632,-0.322672866405489,2.14144460885706,2.14144929446697,2.135993775282,232416.0,2.0,39471795140.0,-0.072,0.0,0.068250836564232,Bullet,Nykredit Realkredit A/S,1b,SDO,,0.0,Fixed,0.0147,0.021,0.0015,5,0.0042,0.257,-0.337,1809239003.2,921645272.93,,,,,,,,,,,553195.4385395001,5002.6940170076905
1286,7359143948397838365,Lost,INQUIRY,COVER_TRADED_AWAY,DK0002054006,BUY,100.251,890000.0,04/18/2024 11:57:22,2,,DANSKE BANK AS,DCDUMMY,100.251,990,KORTMM,04/22/2024 02:00:00,NDAFH Float 01/01/26 IO,,False,81b4744520c937c88cc05179bc6024d3,,100.04,100.29,100.54,0.5,0.156,0.0003888722704157,1.002109156337465,347.1,100.285,3.3089515027146,-0.187688343374559,1.65412772526494,0.188957258104452,0.911419361223,892581.0,4.03,20544634899.0,0.005,1.65412859463245,0.0055345470954648,Annuity,Nordea kredit,1b,SDRO,0.0,-0.0001484400838762,Floater,-0.0056,0.01,-0.017,5,-0.1552,0.074,-0.3,795656458.8,591644483.17,,,,,,,,,,,10715354.769450502,31756.03091290106
1287,7335441875022118912,Lost,INQUIRY,COVER_TRADED_AWAY,DK0009521841,SELL,99.08,106000.0,02/14/2024 14:01:24,2,,SAXO BANK AS,SAX,99.08,1976,KORTMM,02/16/2024 01:00:00,NYKRE 1 07/01/24,,False,b0e8d6db79d790b0a736061822a364f8,99.076,98.935,99.06,99.185,0.25,0.16,0.0002018978396931,0.9989413721832938,21.2,99.083,3.49743269885947,-0.689816983479699,0.361636127049536,0.361636309066498,0.362968031932,105003.6,1.0,16392668874.0,-0.023,0.0,0.0048060898294011,Bullet,Nykredit Realkredit A/S,1b,SDO,100.0,0.0,Fixed,-0.0148,-0.013,-0.0175,5,0.0544,0.321,-0.05,108054442.49,74859672.49,,,,,,,,,,,11593966.830261497,61828.47762561491
1288,7364672649344581637,Lost,INQUIRY,COVER_TRADED_AWAY,DK0006355029,SELL,100.821,2124400.5,05/03/2024 09:32:43,2,,SPAREKASSEN SJAELLAND FYN AS,SPSJ,100.821,2029,KORTMM,05/07/2024 02:00:00,DLRKRE Float 07/01/27,CARSTEN MAGAARD SKOEDEBERG,False,3def86839fb2a52e88844ff3a4230d0e,100.776,100.6,100.8,101.0,0.4,0.105,0.0002083333333333,0.9982277227722772,446.124105,100.8,3.26153673176579,-0.042564270738281,2.94794284992648,0.144736645155632,1.591438533791,2141395.704,4.26,12100193707.0,0.0,2.94737748463305,0.0077849421927567,Custom,DLR,1b,SDO,0.4579938785,-0.0005506225356981,Floater,-0.0135,0.037,-0.054,5,0.0014,0.257,-0.2,1859626543.43,1859626543.43,,,,,,,,,,,12294298.636372503,36518.3641938701
1289,7319792474484375552,Won,LIMIT_ORDER,COMPLETED,DK0009534315,SELL,94.593,500000.0,01/03/2024 09:53:51,3,LARS SKRIVER,ZURCHER KANTONALBANK,ZURC,94.63,1856,LANGFLEX,01/05/2024 01:00:00,NYKRE 1 07/01/27,,False,9bd258203aee3e2105a0276d2a0ba59e,94.593,94.317,94.567,94.817,0.5,0.104,0.0002749373460086,0.9976375544469872,130.0,94.791,2.57932777097525,-0.1085532044225,3.18637248738938,3.18638472510422,3.18918522771,472835.0,1.0,27706055702.0,-0.224,0.0,0.1388628651668,Bullet,Nykredit Realkredit A/S,1b,SDO,,0.0,Fixed,-0.0041,0.0375,-0.104,5,-0.1126,0.141,-0.405,772412336.82,620999443.16,,,,,,,,,,,622644.3870065,17507.371840139007
1290,7278681721836929028,Lost,INQUIRY,TRADED_AWAY,DK0002043744,SELL,97.349,128000.0,09/14/2023 16:03:00,4,,SAXO BANK AS,SAX,0.0,1893,LANGFLEX,09/18/2023 02:00:00,NDAFH 1 10/01/24,,False,7da1b418643b002a8cb87dfb708485cc,97.278,97.065,97.265,97.465,0.4,0.42,0.0008636200071968,0.9988098291694454,107.52,97.323,3.6597673282367,-0.48851280489231,0.982714613814295,0.982715554584885,0.980022135275,124499.2,1.0,15482863511.0,-0.058,0.0,0.0193994225654137,Bullet,Nordea kredit,1b,SDRO,,0.0,Fixed,0.0078,0.018,-0.003,5,-0.1496,-0.049,-0.2,95842838.65,332842838.65,,,,,,,,,,,627475.3479395001,7935.576078658979
1291,7321646925398671360,Lost,INQUIRY,TRADED_AWAY,DK0004623493,SELL,100.502,5000000.0,01/08/2024 09:49:54,5,,"NYKREDIT REALKREDIT A/S, FINANS",NYK2,0.0,1936,KORTMM,01/10/2024 01:00:00,RDKRE Float 07/01/26 IO,,False,506acc0b8fe37870b1522ccc3d122b2a,100.446,100.26,100.46,100.66,0.4,0.21,0.000418076846506,0.9984303596264652,2100.0,100.466,2.90300544356776,-0.102771726785879,2.37020250958153,0.451635793757461,1.291749460789,5023000.0,4.12,14632791399.0,-0.006,2.37032030010838,0.010650492642128,Custom,RD (Kreditforeningen Danmark),1b,SDRO,0.5848946739,-0.0003183730924405,Floater,-0.019,-0.009,-0.032,4,-0.075,0.0,-0.2,2852898149.35,2852898149.35,,,,,,,,,,,13270561.446144499,100400.5427561406
1292,7253022955850432512,Lost,INQUIRY,TRADED_AWAY,DK0009536526,BUY,100.18,300000000.0,07/07/2023 12:34:01,5,KASPER SCHONBECK,AP PENSIONSSERVICE AS,APDUMMY,0.0,32015,KORTMM,07/11/2023 02:00:00,NYKRE Float 10/01/25 IO,,False,0183474d3d4b51f2cac40dd6c6545a8f,,100.07,100.27,100.47,0.4,0.45,0.000897576543333,1.0010992305386228,270000.0,100.249,3.99170817102656,-0.0496605303464707,2.06163841794265,0.223991130284702,1.171452852584,300810000.0,3.8426,12449931721.0,0.021,2.06137985642272,0.0026450124664734,Custom,Nykredit Realkredit A/S,1b,RO,1.0333386825,-1.651732333e-07,Floater,-0.0116,0.003,-0.021,5,-0.028,0.16,-0.2,0.0,0.0,,,,,,,,,,,9319710.007651495,22970.1026585642
1293,7280463149717258246,Lost,INQUIRY,COVER_TRADED_AWAY,DK0009295305,SELL,93.85,3000000.0,09/19/2023 11:15:48,4,LARS SKRIVER,"NYKREDIT REALKREDIT A/S, FINANS",NYK2,93.85,12981,LANGFLEX,09/21/2023 02:00:00,RDKRE 1 04/01/26,,False,3c857a26ebf071fc0f477d79b1118b5e,93.843,93.655,93.855,94.055,0.4,-0.025,-5.32736668264e-05,0.9978204242198712,-150.0,93.852,3.58320711094833,-0.235651540801403,2.27722962497623,2.2772352051252,2.275746216533,2815650.0,1.0,23466700751.0,0.003,0.0,0.0774098820144786,Bullet,RD (Kreditforeningen Danmark),1b,SDRO,,0.0,Fixed,-0.0132,0.0055,-0.034,5,-0.0912,0.176,-0.333,-176857248.19,-574857248.19,,,,,,,,,,,554878.5582694999,5589.0865090509305
1294,7353580213402861799,Lost,INQUIRY,COVER_TRADED_AWAY,DK0004624970,SELL,97.768,2954854.29,04/03/2024 12:07:18,5,,RINGKJOBING LANDBOBANK AS,RING,97.768,1947,KORTMM,04/05/2024 02:00:00,RDKRE 1 04/01/25,,False,0fca151c2daa8d899dc27c5e2347a151,97.761,97.652,97.752,97.852,0.2,0.16,0.0001636795155086,0.9991415607243592,472.7766864,97.834,3.25459871088289,-0.406420573907103,0.970036251828077,0.936042860877392,0.939793847114,2888429.1655608,1.0,24805210352.0,-0.082,0.0,0.0179837113137182,Bullet,RD (Kreditforeningen Danmark),1b,SDRO,100.0,-2.11944808e-08,Fixed,0.009125,0.012,0.008,4,0.04675,0.101,-0.014,931000000.0,731000000.0,,,,,,,,,,,16077213.912570497,63400.90863344756
1295,7377749081004179457,Won,LIMIT_ORDER,COMPLETED,DK0004619541,SELL,100.169,101000000.0,06/07/2024 15:15:09,1,KASPER SCHONBECK,NORDEA INVESTMENT MANAGEMENT AB,NIMDUMMY,100.169,13940,KORTMM,06/11/2024 02:00:00,RDKRE Float 07/01/25 IO,MADS LYBECKER,False,a42f3d4b8510c75741b115987f550204,100.169,99.945,100.145,100.345,0.4,0.12,0.0002396525038693,0.9982460511236234,24240.0,100.09,3.53113509093648,-0.169524732880686,1.02281243756224,0.0477640149416203,0.537115861423,101146450.0,3.94,19357314955.0,0.055,1.02281236967201,0.0026282055344495,Custom,RD (Kreditforeningen Danmark),1b,SDRO,0.8122551015,-4.13449039911e-05,Floater,0.0218,0.03,0.015,5,-0.1124,0.138,-0.2,371608722.16,-537863214.15,,,,,,,,,,,9700372.419232506,19021.33749026684
